mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_subsample,param_n_estimators,param_min_samples_split,param_min_samples_leaf,param_max_depth,param_learning_rate,params,split0_test_score,split1_test_score,split2_test_score,split3_test_score,split4_test_score,mean_test_score,std_test_score,rank_test_score,split0_train_score,split1_train_score,split2_train_score,split3_train_score,split4_train_score,mean_train_score,std_train_score
11.532997226715088,1.344807211909445,0.018441009521484374,0.0023586382791229675,0.7,300,2,2,9,0.1,"{'subsample': 0.7, 'n_estimators': 300, 'min_samples_split': 2, 'min_samples_leaf': 2, 'max_depth': 9, 'learning_rate': 0.1}",0.5483870967741935,0.6440677966101694,0.5901639344262295,0.5,0.5161290322580645,0.5597495720137314,0.052223491128079606,12,1.0,1.0,1.0,1.0,1.0,1.0,0.0
19.544042015075682,0.9554097041069453,0.022063159942626955,0.003926155582660072,0.7,500,5,2,9,0.01,"{'subsample': 0.7, 'n_estimators': 500, 'min_samples_split': 5, 'min_samples_leaf': 2, 'max_depth': 9, 'learning_rate': 0.01}",0.5714285714285714,0.6181818181818182,0.6101694915254238,0.5454545454545454,0.5,0.5690468853180717,0.04343973680836901,8,1.0,1.0,1.0,1.0,1.0,1.0,0.0
10.108931016921996,0.2663060792039672,0.017728233337402345,0.005540550663462042,0.9,500,5,4,5,0.1,"{'subsample': 0.9, 'n_estimators': 500, 'min_samples_split': 5, 'min_samples_leaf': 4, 'max_depth': 5, 'learning_rate': 0.1}",0.5333333333333333,0.6666666666666666,0.59375,0.49056603773584906,0.5079365079365079,0.5584505091344714,0.06441681317904813,14,1.0,1.0,1.0,1.0,1.0,1.0,0.0
5.502616310119629,0.27028135796388875,0.010350608825683593,0.0022457621291288024,0.7,500,10,1,3,0.01,"{'subsample': 0.7, 'n_estimators': 500, 'min_samples_split': 10, 'min_samples_leaf': 1, 'max_depth': 3, 'learning_rate': 0.01}",0.5818181818181818,0.5,0.43636363636363634,0.32653061224489793,0.35714285714285715,0.44037105751391464,0.09323683767297586,27,0.7368421052631579,0.7413793103448276,0.7883817427385892,0.7725321888412017,0.7883817427385892,0.7655034179852731,0.022359259930436998
4.287218236923218,0.32967697731317774,0.011479806900024415,0.002937408763204346,0.9,200,2,4,5,0.1,"{'subsample': 0.9, 'n_estimators': 200, 'min_samples_split': 2, 'min_samples_leaf': 4, 'max_depth': 5, 'learning_rate': 0.1}",0.5517241379310345,0.6885245901639344,0.6129032258064516,0.48148148148148145,0.5151515151515151,0.5699569901068834,0.07357533221688517,7,1.0,1.0,1.0,1.0,1.0,1.0,0.0
6.995367527008057,1.0134509038550443,0.019359493255615236,0.007138225773562809,0.9,200,5,4,7,0.01,"{'subsample': 0.9, 'n_estimators': 200, 'min_samples_split': 5, 'min_samples_leaf': 4, 'max_depth': 7, 'learning_rate': 0.01}",0.5185185185185185,0.5925925925925926,0.49122807017543857,0.4166666666666667,0.38596491228070173,0.48099415204678364,0.0736689960261088,26,0.966542750929368,0.9588014981273408,0.9509433962264151,0.9703703703703703,0.9705882352941176,0.9634492501895224,0.0075688142041785925
2.9131629943847654,0.41154656424851255,0.011246347427368164,0.002785839293033439,1.0,200,2,1,3,0.1,"{'subsample': 1.0, 'n_estimators': 200, 'min_samples_split': 2, 'min_samples_leaf': 1, 'max_depth': 3, 'learning_rate': 0.1}",0.5862068965517241,0.6666666666666666,0.5,0.4444444444444444,0.5757575757575758,0.5546151166840821,0.07631642284138994,16,0.9854014598540146,0.974169741697417,0.9703703703703703,0.974169741697417,0.9781021897810219,0.9764427006800481,0.005103315598249013
15.867908382415772,1.2908980065029172,0.02202267646789551,0.005504666894092405,0.7,300,2,1,9,0.01,"{'subsample': 0.7, 'n_estimators': 300, 'min_samples_split': 2, 'min_samples_leaf': 1, 'max_depth': 9, 'learning_rate': 0.01}",0.5555555555555556,0.6037735849056604,0.5862068965517241,0.52,0.3793103448275862,0.5289692763681053,0.08007109801859373,24,1.0,1.0,1.0,1.0,1.0,1.0,0.0
4.19963846206665,0.20742932290537647,0.012774896621704102,0.003772167432665884,0.7,100,2,1,7,0.2,"{'subsample': 0.7, 'n_estimators': 100, 'min_samples_split': 2, 'min_samples_leaf': 1, 'max_depth': 7, 'learning_rate': 0.2}",0.5161290322580645,0.6779661016949152,0.6101694915254238,0.5901639344262295,0.5079365079365079,0.5804730135682282,0.0630593205842237,5,1.0,1.0,1.0,1.0,1.0,1.0,0.0
7.048788022994995,0.9744176839621003,0.012488698959350586,0.007154212762641405,0.8,500,10,2,3,0.1,"{'subsample': 0.8, 'n_estimators': 500, 'min_samples_split': 10, 'min_samples_leaf': 2, 'max_depth': 3, 'learning_rate': 0.1}",0.5757575757575758,0.6557377049180327,0.5901639344262295,0.5714285714285714,0.59375,0.5973675573060818,0.030370628332582496,2,1.0,1.0,1.0,1.0,1.0,1.0,0.0
9.744019269943237,0.1389824709627139,0.01555318832397461,0.0032438328876344745,0.9,500,2,4,5,0.01,"{'subsample': 0.9, 'n_estimators': 500, 'min_samples_split': 2, 'min_samples_leaf': 4, 'max_depth': 5, 'learning_rate': 0.01}",0.5964912280701754,0.6440677966101694,0.5333333333333333,0.48148148148148145,0.4444444444444444,0.5399636567879208,0.07296723125842772,22,0.966542750929368,0.9588014981273408,0.9548872180451128,0.9626865671641791,0.9743589743589743,0.963455401724995,0.0066945248994169735
